-1.157153779301742791e+00 7.176728941799034867e-02 2.893328054493468304e+00 -1.935318943180005817e+02
-3.917580050514601009e+00 5.653799236438363657e-02 6.110462905771774089e-01 -2.320195137038956830e+02
-4.272214433146609203e+00 7.518616773109275397e-02 1.260904054041094013e-01 -1.273939542760147106e+02
-4.934141272884317253e+00 8.325247828555679130e-02 1.863093445471296628e-01 1.937735829058698585e+02
-5.275922228866386732e+00 8.479190651337256690e-02 2.313878830048082591e+00 2.322809581556027752e+02
-8.359254315576103878e+00 4.367501119506737167e-02 2.982547359586848135e+00 1.060794011193119246e+02
-1.033384273577425816e+01 1.062185983373850756e-01 2.866481169908540405e+00 -2.022330089477911201e+02
-1.123496202536038169e+01 4.806879633926500195e-02 4.100357503045062302e-01 -2.276261415248681601e+02
-1.262650664216787888e+01 4.495303863170320435e-02 1.079923500587577634e-01 -4.333382568934611356e+01
-1.358086509230850503e+01 3.851532024115508768e-02 2.258739128441638322e-01 2.080803872505194363e+02
-1.448455292013134077e+01 1.046493045530400429e-01 2.535980291830207456e+00 2.292691088883865120e+02
-1.596123018867921317e+01 6.060549612681898762e-02 2.997600030946158789e+00 3.962792422464832498e+01
-1.966070893748230830e+01 6.938700535787457879e-02 2.635116121935841438e+00 -2.263755320174257406e+02
-2.013749398725047612e+01 9.503444480120434856e-02 2.962581578653766812e-01 -2.200356799249793767e+02
-2.084654445699564818e+01 5.914958852025019309e-02 1.061560026296312492e-01 -1.092017284645002562e+01
-2.112867059279286863e+01 6.724651223361924335e-02 3.350025162506213294e-01 2.235108924924350333e+02
-2.364783184811612671e+01 5.504916743359265091e-02 2.792918783324584098e+00 2.153962692895511850e+02
-2.525162155443385004e+01 1.051129806169648767e-01 2.999428084091849467e+00 -2.234099075863944961e+01
-2.721283627645981440e+01 3.571674879038411882e-02 2.268026573230484289e+00 -2.326287228527981199e+02
-2.918973477760565771e+01 7.371730462539032025e-02 2.103217086686854920e-01 -2.034490724814602913e+02
-2.961228293030666947e+01 6.070731980333195221e-02 1.082491931793453377e-01 4.768977981362429830e+01
-3.017072980232768842e+01 1.053512299170280414e-01 6.959974698730753140e-01 2.328367545921961721e+02
-3.103131715359472764e+01 4.924378979942985873e-02 2.856071533646288518e+00 2.046021788041792320e+02
-3.462087783140544417e+01 7.924861491796478252e-02 2.990813293307500675e+00 -8.020636806926987106e+01
-3.592920343229732794e+01 9.662870426113411015e-02 1.979936630039257572e+00 -2.339307673127431428e+02
-3.732281965570375348e+01 3.211556987107630490e-02 2.153258595997432356e-01 -2.050989897190852673e+02
-3.786774626847025615e+01 4.273161947428825297e-02 1.120595332792825999e-01 7.566377275418892623e+01
-3.925435932308933218e+01 6.649291105446676620e-02 9.349300466278795962e-01 2.340013227687989001e+02
-4.014186991059133192e+01 1.023813495209137947e-01 2.921934780586858071e+00 1.803428091484063884e+02
-4.253371147462062396e+01 2.901640446501456069e-02 2.983558252495170038e+00 -1.032129655261262968e+02
-4.510379875118529469e+01 9.770019432715303098e-02 9.306428115575209326e-01 -2.339864663919903478e+02
-4.545001154667064469e+01 7.146351111570205250e-02 1.391056406591865413e-01 -1.526235896013808429e+02
-4.609734394762195109e+01 7.544202258297129371e-02 1.367714096052201067e-01 1.487075347429913563e+02
-4.663105352759116329e+01 3.876501619024781686e-02 1.554281937860101603e+00 2.345419532896039527e+02
-4.946760568638369193e+01 8.832586878703038713e-02 2.957754904151185027e+00 1.502548413481653427e+02
